MSZoning,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
RL,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
RL,IR1,HLS,Corner,Gtl,StoneBr,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,New,Partial
RL,Reg,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,Hip,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,HLS,Inside,Gtl,StoneBr,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,FR3,Gtl,NWAmes,Norm,1Fam,SFoyer,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NWAmes,PosA,1Fam,2Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,SFoyer,Gable,VinylSd,Wd Shng,Stone,Gd,TA,CBlock,Ex,TA,Gd,GLQ,Unf,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,WD,Normal
FV,IR1,Lvl,Inside,Gtl,Somerst,RRAn,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,Ex,BuiltIn,Fin,TA,TA,Y,New,Partial
RL,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,SLvl,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,Fa,No,ALQ,Unf,TA,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RH,IR2,Lvl,FR2,Gtl,NAmes,Norm,TwnhsE,1Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Unf,Gd,Y,SBrkr,Gd,Min1,Fa,Attchd,Unf,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NPkVill,Norm,TwnhsE,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,BLQ,Gd,Y,SBrkr,TA,Typ,Po,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Rec,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Twnhs,1Story,Gable,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,TA,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Twnhs,2Story,Gable,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Gd,No,GLQ,Unf,Gd,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
RL,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,New,Partial
RL,IR1,HLS,Corner,Mod,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,New,Partial
RL,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,Gd,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
RL,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RL,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,Gd,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,New,Partial
RL,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Hip,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,New,Partial
RL,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
RL,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,Hip,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,Hip,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RL,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,Hip,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,Gd,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
RL,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RL,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,New,Partial
RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,New,Partial
RL,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,New,Partial
RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,New,Partial
RL,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RL,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,New,Partial
RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,FR3,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,New,Partial
RL,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Hip,MetalSd,MetalSd,BrkFace,Gd,Gd,PConc,Ex,TA,Gd,Rec,GLQ,Ex,Y,SBrkr,Ex,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,BLQ,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Gable,HdBoard,ImStucc,BrkFace,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Somerst,RRAn,1Fam,2Story,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,New,Partial
RL,IR1,Lvl,CulDSac,Gtl,Somerst,RRAn,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,Gd,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
RL,Reg,Lvl,Corner,Gtl,Somerst,Feedr,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,New,Partial
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,New,Partial
FV,Reg,Lvl,Corner,Gtl,Somerst,Feedr,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,NA,NA,NA,NA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,New,Partial
RL,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,NA,NA,NA,NA,Y,New,Partial
RL,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR2,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Family
RL,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,Gable,Plywood,Plywood,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,Gable,Plywood,Plywood,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Duplex,1.5Fin,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,NA,NA,NA,NA,NA,TA,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,TA,Min1,TA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,Sawyer,RRNe,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Rec,TA,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,COD,Normal
RL,IR1,Lvl,Inside,Gtl,Sawyer,RRAe,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,PConc,TA,TA,No,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,N,SBrkr,TA,Typ,NA,NA,NA,NA,NA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,TA,Y,SBrkr,TA,Typ,Po,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Low,Corner,Gtl,Veenker,Norm,1Fam,SLvl,Gable,WdShing,Wd Sdng,BrkFace,Gd,Fa,CBlock,Gd,TA,Gd,ALQ,BLQ,Gd,Y,SBrkr,Gd,Mod,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,HLS,Inside,Mod,NoRidge,Norm,1Fam,2Story,Gable,HdBoard,ImStucc,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,RFn,TA,TA,Y,WD,Normal
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,Gable,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
FV,IR1,Lvl,FR2,Gtl,Somerst,Norm,TwnhsE,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
FV,IR1,Lvl,Corner,Gtl,Somerst,Norm,1Fam,2Story,Hip,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Unf,TA,TA,Y,WD,Normal
FV,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,NWAmes,RRAn,2fmCon,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,Gd,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,NAmes,Feedr,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,Fa,Mn,ALQ,Rec,Ex,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,TA,Y,SBrkr,Gd,Typ,Fa,Attchd,RFn,TA,TA,Y,WD,Abnorml
RL,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,SFoyer,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,Gable,MetalSd,MetalSd,BrkFace,TA,TA,PConc,TA,TA,Av,ALQ,Rec,Gd,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,RRAn,2fmCon,1Story,Hip,BrkFace,VinylSd,None,TA,Gd,PConc,TA,TA,Mn,ALQ,BLQ,Ex,Y,SBrkr,Gd,Min1,TA,Attchd,RFn,TA,TA,Y,WD,Abnorml
RL,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,Po,Attchd,Fin,TA,TA,Y,WD,Normal
